Reference	Value (lower bound)	Value	Value (upper bound)	Tolerance (lower bound)	Tolerance (upper bound)	rel. tol?	Footprint	Datasheets	Digi-Key Part Number	Manufacturer Part Number	Manufacturer	Voltage (V)	Tolerance	Temperature Coefficent	Price											
C	2.970000e-009	3.300000e-009	3.630000e-009	-1.000000e-001	1.000000e-001	2	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03B332KP3NNNC.pdf	1276-1353-1-ND	CL03B332KP3NNNC	Samsung Electro-Mechanics America, Inc	nan	10V	±10%	-55°C ~ 125°C	0.10000	~									
C	1.710000e-011	1.800000e-011	1.890000e-011	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C180JA3ANNC.pdf	1276-1391-1-ND	CL03C180JA3ANNC	Samsung Electro-Mechanics America, Inc	nan	25V	±5%	-55°C ~ 125°C	0.10000	~									
C	6.000000e-013	7.000000e-013	8.000000e-013	-1.000000e-013	1.000000e-013	0	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C0R7BA3GNNC.pdf	1276-1379-1-ND	CL03C0R7BA3GNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±0.1pF	-55°C ~ 125°C	0.10000	~									
C	7.000000e-013	8.000000e-013	9.000000e-013	-1.000000e-013	1.000000e-013	0	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C0R8BA3GNNC.pdf	1276-1380-1-ND	CL03C0R8BA3GNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±0.1pF	-55°C ~ 125°C	0.10000	~									
C	8.000000e-013	9.000000e-013	1.000000e-012	-1.000000e-013	1.000000e-013	0	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C0R9BA3GNNC.pdf	1276-1382-1-ND	CL03C0R9BA3GNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±0.1pF	-55°C ~ 125°C	0.10000	~									
C	2.450000e-012	2.700000e-012	2.950000e-012	-2.500000e-013	2.500000e-013	0	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C2R7CA3GNNC.pdf	1276-1408-1-ND	CL03C2R7CA3GNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±0.25pF	-55°C ~ 125°C	0.10000	~									
C	5.900000e-012	6.000000e-012	6.100000e-012	-1.000000e-013	1.000000e-013	0	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C060BA3GNNC.pdf	1276-1369-1-ND	CL03C060BA3GNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±0.1pF	-55°C ~ 125°C	0.10000	~									
C	4.750000e-012	5.000000e-012	5.250000e-012	-2.500000e-013	2.500000e-013	0	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C050CA3GNNC.pdf	1276-1368-1-ND	CL03C050CA3GNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±0.25pF	-55°C ~ 125°C	0.10000	~									
C	3.000000e-013	4.000000e-013	5.000000e-013	-1.000000e-013	1.000000e-013	0	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C0R4BA3GNNC.pdf	1276-1376-1-ND	CL03C0R4BA3GNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±0.1pF	-55°C ~ 125°C	0.10000	~									
C	1.980000e-009	2.200000e-009	2.420000e-009	-1.000000e-001	1.000000e-001	2	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03B222KP3NNNC.pdf	1276-1349-1-ND	CL03B222KP3NNNC	Samsung Electro-Mechanics America, Inc	nan	10V	±10%	-55°C ~ 125°C	0.10000	~									
C	1.900000e-012	2.000000e-012	2.100000e-012	-1.000000e-013	1.000000e-013	0	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C020BA3GNNC.pdf	1276-1363-1-ND	CL03C020BA3GNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±0.1pF	-55°C ~ 125°C	0.10000	~									
C	6.460000e-011	6.800000e-011	7.140000e-011	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C680JA3ANNC.pdf	1276-1428-1-ND	CL03C680JA3ANNC	Samsung Electro-Mechanics America, Inc	nan	25V	±5%	-55°C ~ 125°C	0.10000	~									
C	3.550000e-012	3.800000e-012	4.050000e-012	-2.500000e-013	2.500000e-013	0	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C3R8CA3GNNC.pdf	1276-1415-1-ND	CL03C3R8CA3GNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±0.25pF	-55°C ~ 125°C	0.10000	~									
C	7.500000e-012	8.000000e-012	8.500000e-012	-5.000000e-013	5.000000e-013	0	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C080DA3GNNC.pdf	1276-1371-1-ND	CL03C080DA3GNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±0.5pF	-55°C ~ 125°C	0.10000	~									
C	1.000000e-013	2.000000e-013	3.000000e-013	-1.000000e-013	1.000000e-013	0	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C0R2BA3GNNC.pdf	1276-1374-1-ND	CL03C0R2BA3GNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±0.1pF	-55°C ~ 125°C	0.10000	~									
C	3.500000e-012	3.600000e-012	3.700000e-012	-1.000000e-013	1.000000e-013	0	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C3R6BA3GNNC.pdf	1276-1413-1-ND	CL03C3R6BA3GNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±0.1pF	-55°C ~ 125°C	0.10000	~									
C	1.700000e-012	1.800000e-012	1.900000e-012	-1.000000e-013	1.000000e-013	0	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C1R8BA3GNNC.pdf	1276-1399-1-ND	CL03C1R8BA3GNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±0.1pF	-55°C ~ 125°C	0.10000	~									
C	1.980000e-010	2.200000e-010	2.420000e-010	-1.000000e-001	1.000000e-001	2	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03B221KO3NNNC.pdf	1276-1348-1-ND	CL03B221KO3NNNC	Samsung Electro-Mechanics America, Inc	nan	16V	±10%	-55°C ~ 125°C	0.10000	~									
C	4.230000e-010	4.700000e-010	5.170000e-010	-1.000000e-001	1.000000e-001	2	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03B471KO3NNNC.pdf	1276-1354-1-ND	CL03B471KO3NNNC	Samsung Electro-Mechanics America, Inc	nan	16V	±10%	-55°C ~ 125°C	0.10000	~									
C	5.500000e-013	8.000000e-013	1.050000e-012	-2.500000e-013	2.500000e-013	0	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C0R8CA3GNNC.pdf	1276-1381-1-ND	CL03C0R8CA3GNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±0.25pF	-55°C ~ 125°C	0.10000	~									
C	8.500000e-012	9.000000e-012	9.500000e-012	-5.000000e-013	5.000000e-013	0	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C090DA3GNNC.pdf	1276-1373-1-ND	CL03C090DA3GNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±0.5pF	-55°C ~ 125°C	0.10000	~									
C	9.500000e-012	1.000000e-011	1.050000e-011	-5.000000e-013	5.000000e-013	0	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C100DA3GNNC.pdf	1276-1383-1-ND	CL03C100DA3GNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±0.5pF	-55°C ~ 125°C	0.10000	~									
C	1.045000e-011	1.100000e-011	1.155000e-011	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C110JA3GNNC.pdf	1276-1386-1-ND	CL03C110JA3GNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±5%	-55°C ~ 125°C	0.10000	~									
C	1.250000e-012	1.500000e-012	1.750000e-012	-2.500000e-013	2.500000e-013	0	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C1R5CA3GNNC.pdf	1276-1396-1-ND	CL03C1R5CA3GNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±0.25pF	-55°C ~ 125°C	0.10000	~									
C	9.000000e-010	1.000000e-009	1.100000e-009	-1.000000e-001	1.000000e-001	2	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03B102KA3NNNC.pdf	1276-1341-1-ND	CL03B102KA3NNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±10%	-55°C ~ 125°C	0.10000	~									
C	9.000000e-010	1.000000e-009	1.100000e-009	-1.000000e-001	1.000000e-001	2	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03B102KO3NNNC.pdf	1276-1342-1-ND	CL03B102KO3NNNC	Samsung Electro-Mechanics America, Inc	nan	16V	±10%	-55°C ~ 125°C	0.10000	~									
C	8.750000e-012	9.000000e-012	9.250000e-012	-2.500000e-013	2.500000e-013	0	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C090CA3GNNC.pdf	1276-1372-1-ND	CL03C090CA3GNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±0.25pF	-55°C ~ 125°C	0.24000	~									
C	7.950000e-012	8.200000e-012	8.450000e-012	-2.500000e-013	2.500000e-013	0	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C8R2CA3GNNC.pdf	1276-1436-1-ND	CL03C8R2CA3GNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±0.25pF	-55°C ~ 125°C	0.36000	~									
C	5.500000e-012	5.600000e-012	5.700000e-012	-1.000000e-013	1.000000e-013	0	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C5R6BA3GNNC.pdf	1276-1426-1-ND	CL03C5R6BA3GNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±0.1pF	-55°C ~ 125°C	0.41000	~									
C	4.600000e-012	4.700000e-012	4.800000e-012	-1.000000e-013	1.000000e-013	0	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C4R7BA3GNNC.pdf	1276-1421-1-ND	CL03C4R7BA3GNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±0.1pF	-55°C ~ 125°C	0.48000	~									
C	9.000000e-013	1.000000e-012	1.100000e-012	-1.000000e-013	1.000000e-013	0	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C010BA3GNNC.pdf	1276-1361-1-ND	CL03C010BA3GNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±0.1pF	-55°C ~ 125°C	0.48000	~									
C	2.600000e-012	2.700000e-012	2.800000e-012	-1.000000e-013	1.000000e-013	0	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C2R7BA3GNNC.pdf	1276-1407-1-ND	CL03C2R7BA3GNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±0.1pF	-55°C ~ 125°C	0.48000	~									
C	2.900000e-012	3.000000e-012	3.100000e-012	-1.000000e-013	1.000000e-013	0	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C030BA3GNNC.pdf	1276-1365-1-ND	CL03C030BA3GNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±0.1pF	-55°C ~ 125°C	0.48000	~									
C	2.565000e-011	2.700000e-011	2.835000e-011	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C270JA3ANNC.pdf	1276-1402-1-ND	CL03C270JA3ANNC	Samsung Electro-Mechanics America, Inc	nan	25V	±5%	-55°C ~ 125°C	0.10000	~									
C	1.350000e-012	1.600000e-012	1.850000e-012	-2.500000e-013	2.500000e-013	0	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C1R6CA3GNNC.pdf	1276-1398-1-ND	CL03C1R6CA3GNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±0.25pF	-55°C ~ 125°C	0.10000	~									
C	6.550000e-012	6.800000e-012	7.050000e-012	-2.500000e-013	2.500000e-013	0	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C6R8CA3GNNC.pdf	1276-1431-1-ND	CL03C6R8CA3GNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±0.25pF	-55°C ~ 125°C	0.36000	~									
C	5.000000e-013	6.000000e-013	7.000000e-013	-1.000000e-013	1.000000e-013	0	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C0R6BA3GNNC.pdf	1276-1378-1-ND	CL03C0R6BA3GNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±0.1pF	-55°C ~ 125°C	0.10000	~									
C	2.300000e-012	2.400000e-012	2.500000e-012	-1.000000e-013	1.000000e-013	0	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C2R4BA3GNNC.pdf	1276-1405-1-ND	CL03C2R4BA3GNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±0.1pF	-55°C ~ 125°C	0.10000	~									
C	7.500000e-013	1.000000e-012	1.250000e-012	-2.500000e-013	2.500000e-013	0	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C010CA3GNNC.pdf	1276-1362-1-ND	CL03C010CA3GNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±0.25pF	-55°C ~ 125°C	0.10000	~									
C	2.090000e-011	2.200000e-011	2.310000e-011	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C220JA3ANNC.pdf	1276-1401-1-ND	CL03C220JA3ANNC	Samsung Electro-Mechanics America, Inc	nan	25V	±5%	-55°C ~ 125°C	0.10000	~									
C	2.970000e-010	3.300000e-010	3.630000e-010	-1.000000e-001	1.000000e-001	2	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03B331KO3NNNC.pdf	1276-1352-1-ND	CL03B331KO3NNNC	Samsung Electro-Mechanics America, Inc	nan	16V	±10%	-55°C ~ 125°C	0.10000	~									
C	5.040000e-010	5.600000e-010	6.160000e-010	-1.000000e-001	1.000000e-001	2	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03B561KO3NNNC.pdf	1276-1357-1-ND	CL03B561KO3NNNC	Samsung Electro-Mechanics America, Inc	nan	16V	±10%	-55°C ~ 125°C	0.10000	~									
C	4.465000e-011	4.700000e-011	4.935000e-011	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C470JA3ANNC.pdf	1276-1418-1-ND	CL03C470JA3ANNC	Samsung Electro-Mechanics America, Inc	nan	25V	±5%	-55°C ~ 125°C	0.10000	~									
C	1.980000e-010	2.200000e-010	2.420000e-010	-1.000000e-001	1.000000e-001	2	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03B221KA3NNNC.pdf	1276-1347-1-ND	CL03B221KA3NNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±10%	-55°C ~ 125°C	0.10000	~									
C	9.000000e-010	1.000000e-009	1.100000e-009	-1.000000e-001	1.000000e-001	2	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03B102KP3NNNC.pdf	1276-1343-1-ND	CL03B102KP3NNNC	Samsung Electro-Mechanics America, Inc	nan	10V	±10%	-55°C ~ 125°C	Call	~									
C	1.350000e-009	1.500000e-009	1.650000e-009	-1.000000e-001	1.000000e-001	2	0201 (0603 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03B152KP3NNNC.pdf	1276-1346-1-ND	CL03B152KP3NNNC	Samsung Electro-Mechanics America, Inc	nan	10V	±10%	-55°C ~ 125°C	Call	~									
C	7.380000e-009	8.200000e-009	9.020000e-009	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05B822KA5NNNC.pdf	1276-1590-1-ND	CL05B822KA5NNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±10%	-55°C ~ 125°C	0.10000	~									
C	7.380000e-009	8.200000e-009	9.020000e-009	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05B822KB5NNNC.pdf	1276-1591-1-ND	CL05B822KB5NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	9.000000e-010	1.000000e-009	1.100000e-009	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05B102KB5NNNC.pdf	1276-1032-1-ND	CL05B102KB5NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	9.000000e-009	1.000000e-008	1.100000e-008	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05B103KA5NNNC.pdf	1276-1057-1-ND	CL05B103KA5NNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±10%	-55°C ~ 125°C	0.10000	~									
C	9.000000e-009	1.000000e-008	1.100000e-008	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05B103KO5NNNC.pdf	1276-1051-1-ND	CL05B103KO5NNNC	Samsung Electro-Mechanics America, Inc	nan	16V	±10%	-55°C ~ 125°C	0.10000	~									
C	9.000000e-009	1.000000e-008	1.100000e-008	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05B103KB5NNNC.pdf	1276-1028-1-ND	CL05B103KB5NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	2.430000e-009	2.700000e-009	2.970000e-009	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05B272KB5NNNC.pdf	1276-1268-1-ND	CL05B272KB5NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	1.080000e-009	1.200000e-009	1.320000e-009	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05B122KB5NNNC.pdf	1276-1515-1-ND	CL05B122KB5NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	1.980000e-010	2.200000e-010	2.420000e-010	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05B221KB5NNNC.pdf	1276-1531-1-ND	CL05B221KB5NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	2.970000e-010	3.300000e-010	3.630000e-010	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05B331KB5NNNC.pdf	1276-1546-1-ND	CL05B331KB5NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	6.460000e-011	6.800000e-011	7.140000e-011	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05C680JB5NNNC.pdf	1276-1030-1-ND	CL05C680JB5NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.10000	~									
C	1.710000e-011	1.800000e-011	1.890000e-011	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05C180JB5NNNC.pdf	1276-1140-1-ND	CL05C180JB5NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.10000	~									
C	2.090000e-011	2.200000e-011	2.310000e-011	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05C220JB5NNNC.pdf	1276-1116-1-ND	CL05C220JB5NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.10000	~									
C	9.500000e-011	1.000000e-010	1.050000e-010	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05C101JB5NNNC.pdf	1276-1025-1-ND	CL05C101JB5NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.10000	~									
C	3.135000e-011	3.300000e-011	3.465000e-011	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05C330JB5NNNC.pdf	1276-1272-1-ND	CL05C330JB5NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.10000	~									
C	1.900000e-011	2.000000e-011	2.100000e-011	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05C200JB5NNNC.pdf	1276-1661-1-ND	CL05C200JB5NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.10000	~									
C	1.140000e-011	1.200000e-011	1.260000e-011	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05C120JB5NNNC.pdf	1276-1178-1-ND	CL05C120JB5NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.10000	~									
C	2.565000e-011	2.700000e-011	2.835000e-011	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05C270JB5NNNC.pdf	1276-1153-1-ND	CL05C270JB5NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.10000	~									
C	7.790000e-011	8.200000e-011	8.610000e-011	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05C820JB5NNNC.pdf	1276-1726-1-ND	CL05C820JB5NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.10000	~									
C	3.705000e-011	3.900000e-011	4.095000e-011	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05C390JB5NNNC.pdf	1276-1016-1-ND	CL05C390JB5NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.10000	~									
C	4.230000e-008	4.700000e-008	5.170000e-008	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05B473KO5NNNC.pdf	1276-1077-1-ND	CL05B473KO5NNNC	Samsung Electro-Mechanics America, Inc	nan	16V	±10%	-55°C ~ 125°C	0.10000	~									
C	4.230000e-008	4.700000e-008	5.170000e-008	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05B473KP5NNNC.pdf	1276-1573-1-ND	CL05B473KP5NNNC	Samsung Electro-Mechanics America, Inc	nan	10V	±10%	-55°C ~ 125°C	0.10000	~									
C	3.760000e-008	4.700000e-008	5.640000e-008	-2.000000e-001	2.000000e-001	2	0402 (1005 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05B473MO5NNNC.pdf	1276-1574-1-ND	CL05B473MO5NNNC	Samsung Electro-Mechanics America, Inc	nan	16V	±20%	-55°C ~ 125°C	0.10000	~									
C	4.230000e-009	4.700000e-009	5.170000e-009	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05B472KB5NNNC.pdf	1276-1125-1-ND	CL05B472KB5NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	9.000000e-008	1.000000e-007	1.100000e-007	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05B104KO5NNNC.pdf	1276-1001-1-ND	CL05B104KO5NNNC	Samsung Electro-Mechanics America, Inc	nan	16V	±10%	-55°C ~ 125°C	0.10000	~									
C	9.000000e-008	1.000000e-007	1.100000e-007	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05B104KP5NNNC.pdf	1276-1002-1-ND	CL05B104KP5NNNC	Samsung Electro-Mechanics America, Inc	nan	10V	±10%	-55°C ~ 125°C	0.10000	~									
C	9.000000e-008	1.000000e-007	1.100000e-007	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05B104KO5NNWC.pdf	1276-1509-1-ND	CL05B104KO5NNWC	Samsung Electro-Mechanics America, Inc	nan	16V	±10%	-55°C ~ 125°C	0.10000	~									
C	9.000000e-008	1.000000e-007	1.100000e-007	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05B104KQ5NNNC.pdf	1276-1511-1-ND	CL05B104KQ5NNNC	Samsung Electro-Mechanics America, Inc	nan	6.3V	±10%	-55°C ~ 125°C	0.10000	~									
C	4.230000e-009	4.700000e-009	5.170000e-009	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05B472KA5NCNC.pdf	1276-1569-1-ND	CL05B472KA5NCNC	Samsung Electro-Mechanics America, Inc	nan	25V	±10%	-55°C ~ 125°C	0.10000	~									
C	1.950000e-012	2.200000e-012	2.450000e-012	-2.500000e-013	2.500000e-013	0	0402 (1005 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05C2R2CB5NNNC.pdf	1276-1271-1-ND	CL05C2R2CB5NNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±0.25pF	-55°C ~ 125°C	0.10000	~									
C	2.250000e-012	2.500000e-012	2.750000e-012	-2.500000e-013	2.500000e-013	0	0402 (1005 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05C2R5CB5NCNC.pdf	1276-1677-1-ND	CL05C2R5CB5NCNC	Samsung Electro-Mechanics America, Inc	nan	50V	±0.25pF	-55°C ~ 125°C	0.10000	~									
